id,incident_date,title,area,severity,environment,detection,detection_method,detection_evidence,era,status,introduced_sha,introduced_date,prod_exposure_start,detected_date,fix_shas,fix_date,fix_reached_main_date,fix_path,days_live_in_prod,confidence,env_confidence,environment_basis,source,evidence
BUG-0485,2026-09-03,Default checklist item cannot be restored,admin-ui,degraded,prod,user-reported,crew-reported,Field feedback: the interstate workflow is confusing... two findings from the same report that are NOT being fixed,staging-first,wontfix,,,,2026-09-03,,,,unfixed,,low,high,crew hit it in the field (crews run main),commit runbook,"253e08f: a default checklist item can never be restored once the list is saved... not confirmed against the staging config || RUNBOOKS: 'the first time anybody presses Save on Admin > Job checklist, that list freezes ... the Admin UI offers no way to get a default back'"
BUG-0486,2026-09-03,Failed BOL pdf op blocked destination signature,bol,blocked-workflow,staging,vet,vet,Vet findings F3 and F4,staging-first,fixed,9e0f45f,2026-09-02,,2026-09-03,597deb1,2026-09-03,2026-09-10,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit adr patch-notes data-flow,597deb1: a PDF that could not be built... held the DESTINATION SIGNATURE unsent behind it for the entire trip; comment 'pdf is the LAST op in a BOL's sequence' is not true || ADR 0042 addendum: 'A PDF that could not be built... held the destination signature unsent for the eight hundred miles between the two.' || v2.4: A signed destination BOL could sit unsent for the whole trip because a PDF that would not build was blocking it in the queue
BUG-0487,2026-09-03,Job checklist stale response race hid DVIR items,dvir,wrong-data,staging,vet,vet,Vet finding F5,staging-first,fixed,f9e5ac1,2026-09-02,,2026-09-03,d4f1e0c,2026-09-03,2026-09-10,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit patch-notes,d4f1e0c: a stale header reading 'no vehicle unit' HIDES the DVIRs on a job that does have a truck... it lands on a DOT compliance record || v2.4: Switching jobs quickly could paint the previous job's checklist
BUG-0488,2026-09-03,PDF transient retry window 4 minutes instead of 10,bol,degraded,staging,vet,vet,Vet findings F3 and F4,staging-first,fixed,9e0f45f,2026-09-02,,2026-09-03,597deb1,2026-09-03,2026-09-10,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit,597deb1: said 'roughly ten minutes of connectivity' and delivered four... at 8 that is 246s. 11 gives 606s
BUG-0489,2026-09-03,PTO exposed to crew,payroll-hours,wrong-data,staging,user-reported,admin-or-owner-reported,Correcting 00465c1 to the user's direction: crew-facing features must not show PTO anywhere,staging-first,fixed,00465c1,2026-09-03,,2026-09-03,cb3bbde,2026-09-03,2026-09-10,staging-only-fix,,med,high,bug and fix reached main in the same merge,commit,"cb3bbde: 'a crew member would be able to grant themselves paid time off, read their own allowance, and see PTO the office recorded for them'"
BUG-0490,2026-09-03,Partly answered close-out does not survive remount,job-report,wrong-data,staging,other,dev-self-found,"The honest cost is that a No does not survive a remount, and that is now in Known defects",staging-first,open,61123ea,2026-09-03,,2026-09-03,979a85f,2026-09-03,2026-09-10,unfixed,,high,high,bug and fix reached main in the same merge,runbook,"RUNBOOKS: 'one or two buckets answered No while the rest are untouched derives null, which is indistinguishable from having answered nothing'"
BUG-0491,2026-09-03,Payroll summed raw hours while reports quarter-rounded,payroll-hours,wrong-data,prod,user-reported,admin-or-owner-reported,Request e2126bf1,staging-first,fixed,6522d2e,2026-05-08,2026-05-09,2026-09-03,4f48c33 1be9940,2026-09-03,2026-09-10,promotion,124,low,med,"auto-blame 6522d2e (16/18 removed lines): on main 2026-05-09, fix on main 2026-09-10",commit patch-notes data-flow,"4f48c33: the same work produced two different numbers, and the one people were paid from was the unrounded one... pays 39.65 under the old rule and 40.00 under the new one || DATA_FLOW.md 'The defect.' Payroll summed raw hours ... people were paid from the unrounded one"
BUG-0492,2026-09-03,Truck line manual override snapped back on reopen,job-report,wrong-data,staging,other,dev-self-found,That commit ... held 'a person edited this' in a component ref. That was wrong,staging-first,fixed,45300ae,2026-09-03,,2026-09-03,b58824e,2026-09-03,2026-09-10,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit patch-notes,"b58824e: an override survived until the crew closed the report and then silently snapped back to the computed number the next time anybody opened the bill || v2.4: If you type a number into a truck line by hand, it stays"
BUG-0493,2026-09-04,Reimbursement search used or_ without import,admin-ui,blocked-workflow,staging,other,dev-self-found,nothing but calling the function would have caught it. The test does.,staging-first,fixed,e5cc537,2026-09-04,,2026-09-04,e5cc537,2026-09-04,2026-09-10,staging-only-fix,,low,high,bug and fix reached main in the same merge,commit,e5cc537: 'fixes a real import bug introduced in the same change: or_ was used by the free-text filter and never imported'
BUG-0494,2026-09-09,BOL Drive folder fallback logged nothing,drive-upload,degraded,prod,other,dev-self-found,the one whose fallback is actually dangerous... was the only one that fell back silently,staging-first,fixed,2bcd4f5,2026-07-16,2026-07-16,2026-09-09,f676111,2026-09-09,2026-09-10,promotion,56,low,med,"auto-blame 2bcd4f5 (1/1 removed lines): on main 2026-07-16, fix on main 2026-09-10",commit adr,f676111: 'the BOL fallback logged NOTHING... there was no Drive entry in System Check at all'
BUG-0495,2026-09-09,BOL offline queue drained only while BOL form mounted,bol,data-loss,prod,other,dev-self-found,Scrutinizing the BOL and long-distance workstreams turned up one structural defect with three instances,staging-first,fixed,306105d,2026-07-01,2026-07-03,2026-09-09,8fdab34 2eecccf,2026-09-09,2026-09-10,promotion,69,high,high,"introducing commit on main 2026-07-03, fix on main 2026-09-10",commit runbook patch-notes data-flow,"8fdab34: 'Sign a BOL offline, close the editor, reconnect - nothing sent it'; 2eecccf corrects that there were three mounted-only triggers || v2.4: Signed BOLs, RODS logs and drive-day records saved offline now actually send ... Before this they only sent while you had that exact screen open"
BUG-0496,2026-09-09,Bills rebuild reconciler starved by failing marker,sheets-export,wrong-data,staging,vet,vet,Three quieter defects the vet turned up around the new admin screens,staging-first,fixed,4375953,2026-09-03,,2026-09-09,32c6754,2026-09-09,2026-09-10,staging-only-fix,,med,high,bug and fix reached main in the same merge,commit,"32c6754: 'Enough of those and nothing else is ever re-driven again, silently, on the money export... Without the fix the new test prints [stuck,stuck,stuck,stuck]'"
BUG-0497,2026-09-09,Correction to closed payroll period silently rewrites it,payroll-hours,wrong-data,unknown,other,sanity,F5 - A correction found after payroll has no route to the next run,staging-first,open,,,,2026-09-09,,,,unfixed,,low,,introducing commit not identified,commit sanity,"docs/sanity/2026-09-09-payroll-closeout.md F5: 'Nothing carries the delta into the next run, and nothing flags that the delta exists' || F5: a correction to a closed period silently rewrites that period's numbers, after the money has already left"
BUG-0498,2026-09-09,Date-scoped non-job payroll corrections never paid or mailed,payroll-hours,wrong-data,prod,other,dev-self-found,A non-job date-scoped row fell through the gap,staging-first,fixed,0f5fa32,2026-07-28,2026-08-11,2026-09-09,5955302,2026-09-09,2026-09-10,promotion,30,low,low,"auto-blame 0f5fa32 (15/40 removed lines): on main 2026-08-11, fix on main 2026-09-10",commit adr,"5955302: 'the summary never applied it, so the employee was paid the wrong figure; and finalize never mailed it'; 'without it an off-job entry filed under a bespoke pay structure had no selectable bucket and could not be corrected at all' || ADR 0045: 'it was never applied, and the employee was paid the uncorrected figure... it was mailed by nobody.'"
BUG-0499,2026-09-09,Drive uploads over 8 MB failed (308 treated as redirect),drive-upload,blocked-workflow,prod,other,dev-self-found,From the production log: two receipt uploads answering 502,staging-first,fixed,c0da460,2026-05-10,2026-05-10,2026-09-09,4bb777b,2026-09-09,2026-09-10,promotion,123,high,high,"introducing commit on main 2026-05-10, fix on main 2026-09-10",commit runbook patch-notes,"4bb777b: 'Past one chunk it fails every time, for every resumable upload in the app: job photos, receipts... signed Bills of Lading' || RUNBOOKS: 'Found in production 2026-09-09, FIXED the same day ... It affected EVERY resumable upload: job photos, receipts ... signed Bills of Lading' || v2.4: Uploads over about 8 MB were failing every time. Job photos, receipts, odometer shots, estimate photos, DQ documents and signed BOLs"
BUG-0500,2026-09-09,Field help reflowed form and closed too fast,crew-ui,cosmetic,staging,user-reported,admin-or-owner-reported,"Four changes, all from the office's read of the first version.",staging-first,fixed,253e08f,2026-09-03,,2026-09-09,0dbfe08,2026-09-09,2026-09-10,staging-only-fix,,low,med,auto-blame 253e08f (137/141 removed lines): bug and fix reached main together or not at all,commit,0dbfe08: 'pushed the rest of the form down the moment it was tapped... the answer could open off-screen'
BUG-0501,2026-09-09,Integrity check missed report_waivers and new tabs,sheets-export,degraded,prod,vet,vet,"Vet of my own work... THERE ARE THREE SYNC REGISTRIES, NOT TWO",staging-first,fixed,d0ce07f,2026-08-13,2026-08-13,2026-09-09,5b67bb7,2026-09-09,2026-09-10,promotion,28,med,high,"introducing commit on main 2026-08-13, fix on main 2026-09-10",commit,"5b67bb7: 'The same check also exposed report_waivers, missing there since 2026-08-13, so that tab has never once been looked at'"
BUG-0502,2026-09-09,Job report draft wiped on logout after Not authenticated,job-report,data-loss,prod,user-reported,crew-reported,"Production report: crew finished a job, filled in the report, could not submit it... and lost the entire report",staging-first,fixed,,,,2026-09-09,ddff634,2026-09-09,2026-09-10,promotion,,high,high,crew hit it in the field (crews run main),commit runbook patch-notes,"ddff634: 'clearCrewState wipes crew_*, and the draft went with it'; message 'Session expired - log out and sign in again' advised the destructive action || RUNBOOKS: 'A job report is only ever a draft ... so preserveFailedWork did not know about it and clearCrewState deleted it' || v2.4: A job report typed up but not yet submitted is no longer lost if you log out"
BUG-0503,2026-09-09,Job review attestation not staled by later hours edit,payroll-hours,wrong-data,prod,vet,vet,Three defects the admin-review vet found,staging-first,fixed,176a137,2026-08-06,2026-08-11,2026-09-09,5e48ead,2026-09-09,2026-09-10,promotion,30,high,high,"introducing commit on main 2026-08-11, fix on main 2026-09-10",commit patch-notes,"5e48ead: 'initialed at 8 hours, edited to 14, payroll paid 14.0 with jobs_pending_review empty' || v2.4: a job that was initialed and then had its hours edited comes back to the pending list instead of being paid at the new number silently"
BUG-0504,2026-09-09,Mistyped PTO entry could not be removed,payroll-hours,wrong-data,staging,other,unknown,,staging-first,fixed,3a50106,2026-09-04,,2026-09-09,5f2e592,2026-09-09,2026-09-10,staging-only-fix,,med,high,bug and fix reached main in the same merge,commit,5f2e592: 'A mistyped 80 instead of 8 was permanent short of a psql session'
BUG-0505,2026-09-09,Office-entered facts stored only in Postgres,sheets-export,degraded,staging,other,unknown,,staging-first,fixed,cb3bbde,2026-09-03,,2026-09-09,b8a8d64,2026-09-09,2026-09-10,staging-only-fix,,low,high,bug and fix reached main in the same merge,commit,"b8a8d64: 'recorded_by was the worst of them, written to a column and then readable in no screen, no API response and no export at all'"
BUG-0506,2026-09-09,PTO payroll screen called nonexistent URLs,payroll-hours,blocked-workflow,staging,other,unknown,,staging-first,fixed,3a50106,2026-09-04,,2026-09-09,8c55a2a 32c6754,2026-09-09,2026-09-10,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit runbook,"8c55a2a: 'The router's prefix is /api/admin/off-job-hours. Every request 404'd, so no PTO could be recorded at all ... dead on arrival'; 32c6754 fixes verify_pto_ui.mjs which asserted the same wrong URL || RUNBOOKS: 'the payroll screen called /api/admin/off-job/pto while the router served /api/admin/off-job-hours/pto. Every request 404d'"
BUG-0507,2026-09-09,"Payroll Sheet mirror published live figures, not snapshot",sheets-export,wrong-data,staging,other,dev-self-found,"Two ways ""finalized payrolls only"" could be false",staging-first,fixed,a3d1a1e,2026-09-09,,2026-09-09,2eecccf,2026-09-09,2026-09-10,staging-only-fix,,med,high,bug and fix reached main in the same merge,commit,2eecccf: '_build_summary reflects data as it is NOW... a recovery would have published numbers nobody ever finalized'
BUG-0508,2026-09-09,Payroll finalize gated on correction_count > 0,payroll-hours,blocked-workflow,prod,other,sanity,F3 - A period with no corrections cannot be finalized at all,staging-first,open,0f5fa32,2026-07-28,2026-08-11,2026-09-09,,,,unfixed,,med,high,"introducing commit on main 2026-08-11, fix on main not yet",commit sanity,"docs/sanity/2026-09-09-payroll-closeout.md F3: gated on data.correction_count > 0 (PayrollTool.tsx:548); never stamps reimbursements paid, records run, or reaches Sheet mirror || docs/sanity/2026-09-09-payroll-closeout.md F3: Finalize card gated on data.correction_count > 0 (PayrollTool.tsx:548)"
BUG-0509,2026-09-09,Payroll finalize has no confirmation,payroll-hours,degraded,unknown,other,sanity,F7 - Finalize has no confirmation,staging-first,open,,,,2026-09-09,,,,unfixed,,med,,introducing commit not identified,commit sanity,docs/sanity/2026-09-09-payroll-closeout.md F7: 'finalize() goes straight to the POST (PayrollTool.tsx:330-338)' || docs/sanity/2026-09-09-payroll-closeout.md F7: finalize() goes straight to the POST (PayrollTool.tsx:330-338)
BUG-0510,2026-09-09,Payroll note local copy swept by logout wipe,payroll-hours,data-loss,staging,vet,vet,Three defects the admin-review vet found,staging-first,fixed,3df21fc,2026-09-09,,2026-09-09,5e48ead,2026-09-09,2026-09-10,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit data-flow,5e48ead: 'its key is crew_-prefixed and the logout wipe swept it... the server's copy won silently' || DATA_FLOW.md payroll note section: restore never clobbers text typed since; 5e48ead: its key is crew_-prefixed and the logout wipe swept it
BUG-0511,2026-09-09,Payroll period picker restores last period forever,payroll-hours,wrong-data,unknown,other,sanity,"F8 - The period default is whatever was last loaded, forever",staging-first,open,,,,2026-09-09,,,,unfixed,,low,,introducing commit not identified,commit sanity,docs/sanity/2026-09-09-payroll-closeout.md F8: PERIOD_KEY restored on mount and never expires; the QuickBooks paste 'would be the previous period's numbers' || F8: PERIOD_KEY restored on mount and never expires (PayrollTool.tsx:222-231)
BUG-0512,2026-09-09,Payroll review loop costs six taps and refetch per job,admin-ui,degraded,unknown,other,sanity,F6 - The review loop is O(jobs) round trips through the nav,staging-first,open,,,,2026-09-09,,,,unfixed,,low,,introducing commit not identified,commit sanity,docs/sanity/2026-09-09-payroll-closeout.md F6: 'full payroll summary refetch on every return because the tab unmounts the component'
BUG-0513,2026-09-09,Payroll rounding cutover would restate paid periods,payroll-hours,wrong-data,staging,other,dev-self-found,"Today is 2026-09-09 and the promotion has not happened, so the constant was one day from doing the opposite of its job",staging-first,fixed,1be9940,2026-09-03,,2026-09-09,6f97261,2026-09-09,2026-09-10,staging-only-fix,,med,high,bug and fix reached main in the same merge,commit promotion-checklist,6f97261: 'a cutover in the past restates periods people have already been paid for'; guard in test_payroll_rounding.py 'deliberately printed rather than failed'
BUG-0514,2026-09-09,Payroll screen cannot show a finalized period,payroll-hours,degraded,unknown,other,sanity,F4 - The screen cannot tell you a period is already finalized,staging-first,open,,,,2026-09-09,,,,unfixed,,med,,introducing commit not identified,commit sanity,docs/sanity/2026-09-09-payroll-closeout.md F4: '_build_summary never reads them... An open period and one that was paid a fortnight ago render identically' || F4: payroll_runs records finalized_at but _build_summary never reads them (payroll.py:1148-1178)
BUG-0515,2026-09-09,Payroll screen lacked PTO and Tips columns,payroll-hours,wrong-data,staging,user-reported,admin-or-owner-reported,"Three of the reported payroll items, all one area.",staging-first,fixed,3a50106,2026-09-04,,2026-09-09,f02ed2f,2026-09-09,2026-09-10,staging-only-fix,,med,high,bug and fix reached main in the same merge,commit,"f02ed2f: 'PTO and Tips were columns in the TSV export and absent from the on-screen table, so the office read one set of figures and pasted a different set'"
BUG-0516,2026-09-09,Payroll summary loaded every reimbursement ever filed,perf-oom,perf,prod,vet,vet,Three defects the admin-review vet found,staging-first,fixed,45258ec,2026-08-12,2026-08-12,2026-09-09,5e48ead,2026-09-09,2026-09-10,promotion,29,high,high,"introducing commit on main 2026-08-12, fix on main 2026-09-10",commit sanity,5e48ead: 'A bare db.query(Reimbursement).all() on every page load... squarely the unbounded-growth class CLAUDE.md documents for this 512 MB worker' || Sanity verified-good: the reimbursement read was the last outlier and was fixed in 5e48ead
BUG-0517,2026-09-09,Payroll tab duplicates undetectable,sheets-export,degraded,staging,vet,vet,Vet of my own work,staging-first,fixed,a3d1a1e,2026-09-09,,2026-09-09,5b67bb7,2026-09-09,2026-09-10,staging-only-fix,,med,high,bug and fix reached main in the same merge,commit,5b67bb7: 'period repeats by design... a crash between the two leaves exactly the duplicates the nightly check exists to find'
BUG-0518,2026-09-09,Payroll worksheet rows keyed on display name,sheets-export,wrong-data,staging,vet,vet,"Vet of my own work: a third registry, and a money tab keyed on a name",staging-first,fixed,a3d1a1e,2026-09-09,,2026-09-09,5b67bb7,2026-09-09,2026-09-10,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit,5b67bb7: 'I put a money tab in the Sheet keyed on the name alone. Two people with the same name would collapse onto one row.'
BUG-0519,2026-09-09,RODS offline queue drained only at signing,rods-eld,data-loss,prod,other,dev-self-found,Scrutinizing the BOL and long-distance workstreams turned up one structural defect with three instances,staging-first,fixed,8d29583,2026-07-01,2026-07-03,2026-09-09,8fdab34,2026-09-09,2026-09-10,promotion,69,high,high,"introducing commit on main 2026-07-03, fix on main 2026-09-10",commit patch-notes data-flow,"8fdab34: 'rodsStore drained only from <RodsSignoff> at the moment of signing, which prints ""RODS signed - will sync when back online"". Nothing then did.' || 8fdab34: rodsStore drained only from RodsSignoff at the moment of signing ... Nothing then did"
BUG-0520,2026-09-09,Reimbursement ledger dropped null expense_date claims,admin-ui,wrong-data,staging,vet,vet,Three quieter defects the vet turned up around the new admin screens,staging-first,fixed,e5cc537,2026-09-04,,2026-09-09,32c6754,2026-09-09,2026-09-10,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit,"32c6754: 'the ledger dropped them the moment anybody picked a date range, so the office would reconcile against a list missing rows it was paying'"
BUG-0521,2026-09-09,Reimbursement ledger search fired per keystroke,admin-ui,perf,staging,vet,vet,Three quieter defects the vet turned up around the new admin screens,staging-first,fixed,ffec2e9,2026-09-04,,2026-09-09,32c6754,2026-09-09,2026-09-10,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit patch-notes,"32c6754: 'typing ""Home Depot"" was ten searches' against --limit-max-requests 1000; 'a slow early search could land last' || v2.4: The reimbursement search was firing a request on every keystroke"
BUG-0522,2026-09-09,Reimbursements header columns listed mid-list,sheets-export,cosmetic,staging,other,dev-self-found,The promotion gate flags exactly this as MID-LIST and was right to.,staging-first,fixed,b8a8d64,2026-09-09,,2026-09-09,f13303b,2026-09-09,2026-09-10,staging-only-fix,,med,high,bug and fix reached main in the same merge,commit,"f13303b: 'Listing them mid-list only made a freshly created tab (staging, a test sheet) disagree with prod about column order'"
BUG-0523,2026-09-09,Tips card person picker empty,admin-ui,blocked-workflow,staging,user-reported,admin-or-owner-reported,The Job Summary card was reported as missing,staging-first,fixed,80c540d,2026-09-03,,2026-09-09,f02ed2f,2026-09-09,2026-09-10,staging-only-fix,,med,high,bug and fix reached main in the same merge,commit,f02ed2f: 'the picker was empty and the card could not be used at all. It looked like a feature that had never been built.'
BUG-0524,2026-09-09,Unexplained token loss causes Not authenticated cascade,auth,blocked-workflow,prod,user-reported,crew-reported,"Production report: crew... could not submit it (""Not authenticated"")",staging-first,open,,,,2026-09-09,,,,unfixed,,high,high,crew hit it in the field (crews run main),commit runbook,"ddff634: 'THIS DOES NOT FIX THE 401, and the RUNBOOKS entry stays open'; 2b3fa64: 'what removed the token, with no server-visible 401 before it, is still open' || RUNBOOKS: 'The 401 trigger is NOT yet found, and this entry stays open until it is'"
BUG-0525,2026-09-09,finalize_period NameError blocked finalizing,payroll-hours,blocked-workflow,staging,other,dev-self-found,One-line fix; pyflakes found it.,staging-first,fixed,de8de8b,2026-09-09,,2026-09-09,5955302,2026-09-09,2026-09-10,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit,5955302: 'finalizing any pay period raised NameError before it could commit. Introduced in de8de8b.'
BUG-0526,2026-09-10,Actions hint printed undefined,crew-ui,cosmetic,staging,vet,vet,Vet of the delta ... Also from the same commit,staging-first,fixed,9ad159e,2026-09-10,,2026-09-10,159d24b,2026-09-10,2026-09-10,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit,"159d24b: the new Actions hint fell back to ""undefined"" if a plan carried an activity this build has no label for. App.tsx"
BUG-0527,2026-09-10,Day plan multi-select cleared Driving; savePlan swallowed failures,rods-eld,blocked-workflow,prod,user-reported,crew-reported,Ian clarified the RODS report: selecting multiple checkboxes cleared the Driving checkbox and made it uncheckable,staging-first,fixed,9a91738,2026-07-01,2026-07-03,2026-09-10,9ad159e f75174e,2026-09-10,2026-09-10,promotion,69,high,high,"introducing commit on main 2026-07-03, fix on main 2026-09-10",commit patch-notes data-flow,"9ad159e: 'toggleActivity resolved against the render snapshot... two toggles taken from one snapshot dropped the first'; 'savePlan swallowed its write failure in a bare try/catch' || v2.4: If you picked Driving and then picked Loading, Driving could come straight back off, which left you on a drive day with no RODS recorder || v2.4: If the phone is out of storage, the day plan write used to fail silently"
BUG-0528,2026-09-10,LD labor-only card falsely said driving handled by RODS,rods-eld,blocked-workflow,prod,user-reported,crew-reported,A crew lead loading and driving an interstate job out of Butte reported the RODS recorder as a missing feature on 2026-09-10,staging-first,fixed,5dc3a83,2026-07-02,2026-07-03,2026-09-10,daa1b51,2026-09-10,2026-09-10,promotion,69,high,high,"introducing commit on main 2026-07-03, fix on main 2026-09-10",commit adr patch-notes,"daa1b51: 'the reassuring sentence was wrong in exactly the state that rendered it'; 'a RODS is federally required on an interstate drive day, so the failure mode is a missing legal record' || ADR 0047: 'a crew lead who does not tick Driving gets no RODS, gets told the app has driving covered, and has no visible route back to the choice.' || v2.4: the card now says the driving log is missing instead of telling you it is handled for you"
BUG-0529,2026-09-10,SHEETS_PAYROLL_TAB/TIPS_TAB missing from staging example,deploy-infra,wrong-data,staging,vet,vet,Vet #5: SHEETS_PAYROLL_TAB and SHEETS_TIPS_TAB were missing from .env.staging.example,staging-first,fixed,b8a8d64,2026-09-09,,2026-09-10,9ad159e,2026-09-10,2026-09-10,staging-only-fix,,med,high,bug and fix reached main in the same merge,commit,"9ad159e: 'Unset, both silently target the PRODUCTION worksheet'"
BUG-0530,2026-09-10,Tip idempotency key reused after edit,payroll-hours,wrong-data,staging,vet,vet,"Vet of the delta ... One finding is mine, from 9ad159e.",staging-first,fixed,9ad159e,2026-09-10,,2026-09-10,159d24b,2026-09-10,2026-09-10,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit,"159d24b: admin could correct the amount, retry, and get the server's replay of the ORIGINAL row back with a success - recording a different number than the one on screen. PayrollTool.tsx"
BUG-0531,2026-09-10,"Tips minted uuid server-side, retry duplicated rows",payroll-hours,wrong-data,staging,vet,vet,Vet #6: tips and bonuses minted their uuid server-side,staging-first,fixed,80c540d,2026-09-03,,2026-09-10,9ad159e,2026-09-10,2026-09-10,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit,"9ad159e: 'a POST whose response was lost, then retried by hand, created a second payable row'"
BUG-0532,2026-09-10,tsc -b type error broke staging deploys,deploy-infra,blocked-workflow,staging,other,dev-self-found,Vercel shows four consecutive ERROR deploys,staging-first,fixed,5e48ead,2026-09-09,,2026-09-10,aef65ae,2026-09-10,2026-09-10,staging-only-fix,,high,high,bug and fix reached main in the same merge,commit,aef65ae: 'tsc -b has failed on every build since 5e48ead... Staging has been serving 583c0f6 since 09-09 16:07 while four commits' worth of work looked shipped and was not'
BUG-0533,2026-09-11,Drive photo folders keyed by job name plus date,drive-upload,wrong-data,unknown,other,sanity,F4 | Q6 | Med,staging-first,open,,,,2026-09-11,,,,unfixed,,med,,introducing commit not identified,commit sanity,docs/sanity/2026-09-11-photos-incidents.md F4: drive_upload.py:153 (<job_name> - <job_date> /) || F4: drive_upload.py:153 '<job_name> - <job_date> /'
BUG-0534,2026-09-11,Photo Delete only removes local copy,photos-incidents,wrong-data,unknown,other,sanity,"Sanity pass on Photos and incidents ... F2, High",staging-first,open,,,,2026-09-11,,,,unfixed,,high,,introducing commit not identified,commit sanity,"docs/sanity/2026-09-11-photos-incidents.md F2: onDeletePhoto calls deletePhoto and refreshPhotos only (App.tsx:2067); confirm says ""Delete this photo?"", which is not what happens || F2: App.tsx:2067 onDeletePhoto calls deletePhoto and refreshPhotos only; confirm says 'Delete this photo?'"
BUG-0535,2026-09-11,"Photo bytes read at Save, NotReadableError destroyed photo",photos-incidents,data-loss,prod,user-reported,crew-reported,"A crew member added photos to a job, pressed Save, and got the browser's raw NotReadableError text",staging-first,fixed,23a5925,2026-07-14,2026-07-16,2026-09-11,8ea7713,2026-09-11,,on-staging-not-yet-promoted,,high,high,"introducing commit on main 2026-07-16, fix on main not yet",commit runbook adr data-flow,"8ea7713: toQueuedPhoto calls file.arrayBuffer() unguarded ... threw BEFORE addPhoto(stored), so nothing was ever persisted, and onSaveAllPending then cleared the tray unconditionally || RUNBOOKS Recently fixed: 'the read threw before the row was ever persisted, so the photo was in no store, had no Retry' || ADR 0048: 'The photo was gone: not in the tray, not in Saved, no Retry button.' || DATA_FLOW_STAGING.md Photos: Row on a failed read (main): none. The photo was destroyed"
BUG-0536,2026-09-11,Photo tray lost on reload,photos-incidents,data-loss,prod,other,dev-self-found,Three things fell out of the design and are fixed with it,staging-first,fixed,78ac5c9,2026-07-06,2026-07-16,2026-09-11,8ea7713,2026-09-11,,on-staging-not-yet-promoted,,med,low,"auto-blame 78ac5c9 (26/77 removed lines): on main 2026-07-16, fix on main not yet",commit,"8ea7713: The tray survives a reload. Drafts are restored per job, so a killed tab no longer loses the batch."
BUG-0537,2026-09-11,Photo type pill sticky after save,photos-incidents,wrong-data,unknown,other,sanity,F3 | Q7 | Med,staging-first,open,,,,2026-09-11,,,,unfixed,,med,,introducing commit not identified,commit sanity,"docs/sanity/2026-09-11-photos-incidents.md F3: App.tsx:559 useState(""general""), no reset in onSaveAllPending || F3: App.tsx:559 useState('general'), no reset in onSaveAllPending"
BUG-0538,2026-09-11,Picked photos filed under a different job after switch,photos-incidents,wrong-data,prod,other,dev-self-found,"Three things fell out of the design ... Against the unique-key invariant, never reported.",staging-first,fixed,78ac5c9,2026-07-06,2026-07-16,2026-09-11,8ea7713,2026-09-11,,on-staging-not-yet-promoted,,high,low,"auto-blame 78ac5c9 (26/77 removed lines): on main 2026-07-16, fix on main not yet",commit runbook adr data-flow,"8ea7713: Save used to read the then-current selection, so picking on one job and switching before saving filed them under the second || RUNBOOKS: 'The tray held no job_uuid, so uploadOnePhoto read the then-current selection' || ADR 0048: 'Save used to read the then-current jobUuid, so picking photos on one job and switching to another before saving filed them under the second job.' || DATA_FLOW_STAGING.md: job_uuid stamped at pick. This is the fix for photos following a job switch"
BUG-0539,2026-09-11,Preview unavailable message ambiguous about upload,photos-incidents,cosmetic,unknown,other,sanity,F6 | Q7 | Low,staging-first,open,,,,2026-09-11,,,,unfixed,,low,,introducing commit not identified,commit sanity,docs/sanity/2026-09-11-photos-incidents.md F6
BUG-0540,2026-09-11,"Reimbursement reads picked files at submit, dead handle throws",photos-incidents,blocked-workflow,unknown,other,sanity,"Sanity pass on Photos and incidents ... F1, High",staging-first,open,,,,2026-09-11,,,,unfixed,,high,,introducing commit not identified,commit sanity,efad454 / docs/sanity/2026-09-11-photos-incidents.md F1: Reimbursement.tsx:187-188 and :235 evaluate toQueuedPhoto inline in the enqueue argument || docs/sanity/2026-09-11-photos-incidents.md F1: Reimbursement.tsx:187-188 and :235 await toQueuedPhoto(file) inline
BUG-0541,2026-09-11,Retried photo lost its Before/After category,photos-incidents,wrong-data,prod,other,dev-self-found,Three things fell out of the design and are fixed with it,staging-first,fixed,085e130,2026-08-05,2026-08-11,2026-09-11,8ea7713,2026-09-11,,on-staging-not-yet-promoted,,high,high,"introducing commit on main 2026-08-11, fix on main not yet",commit runbook adr data-flow,"8ea7713: Two uploaders existed and only the Save one sent category, so the endpoint's ""general"" default won on every drain retry. || RUNBOOKS: 'pushPhotoToDrive for the reconnect drain did not [send category], so the endpoint's category default of general silently won on every retry' || ADR 0048: 'only the first sent category. A photo tagged Before that failed its first upload came back General on retry.' || DATA_FLOW_STAGING.md: category was [ ] on the retry path: pushPhotoToDrive did not send"
